"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_nuclear_fraction"
"212","ENSG00000008300.17","CELSR3","protein_coding","chr3",48661887,"-",396,0.0310435,1.8708055,1.6866255,0.33319,2.5752845
"213","ENSG00000008311.15","AASS","protein_coding","chr7",122143256,"-",242,1.0448995,17.651043,6.812695,4.103677,15.6829375
"214","ENSG00000008323.15","PLEKHG6","protein_coding","chr12",6309436,"+",307,1.173897,9.0869675,9.7320515,8.8171045,7.7903865
"215","ENSG00000008324.11","SS18L2","protein_coding","chr3",42580840,"+",286,2.34159,24.2244935,58.5399425,17.083915,10.0930855
"216","ENSG00000008382.15","MPND","protein_coding","chr19",4342527,"+",335,1.4626995,6.89358,9.372464,8.080785,4.861022
"217","ENSG00000008394.13","MGST1","protein_coding","chr12",16346142,"+",193,3.109042,80.4012885,79.929275,21.2321005,78.255043
"218","ENSG00000008405.12","CRY1","protein_coding","chr12",107092550,"-",293,0.4549385,9.1475635,14.54029,2.2907135,8.428
"219","ENSG00000008438.5","PGLYRP1","protein_coding","chr19",46022054,"-",18,0.00513,0.0719995,0,0.0439455,0.238731
"220","ENSG00000008441.16","NFIX","protein_coding","chr19",12994608,"+",194,2.349353,2.0835335,3.506844,3.6860045,2.521246
"221","ENSG00000008513.16","ST3GAL1","protein_coding","chr8",133570941,"-",298,0.9252125,22.372907,24.754234,9.3699155,24.5810055
"222","ENSG00000008516.17","MMP25","protein_coding","chr16",3045561,"+",104,0.0361715,0.086831,0.0162605,0.171359,0.075879
"223","ENSG00000008517.16","IL32","protein_coding","chr16",3064297,"+",275,2.3716555,47.9576275,82.2750315,11.8269265,21.4953155
"224","ENSG00000008710.19","PKD1","protein_coding","chr16",2134899,"-",186,17.0519845,23.525823,13.2864395,44.0912195,25.9203045
"225","ENSG00000008735.14","MAPK8IP2","protein_coding","chr22",50599793,"+",364,0.0314795,0.9601265,1.027151,0.2946355,0.9251725
"226","ENSG00000008838.20","MED24","protein_coding","chr17",40060216,"-",75,3.2361395,31.556016,33.549171,10.793421,32.21603
"227","ENSG00000008853.16","RHOBTB2","protein_coding","chr8",22986417,"+",85,0.067933,2.862748,3.864338,1.0803025,2.0533015
"228","ENSG00000008869.12","HEATR5B","protein_coding","chr2",37083373,"-",272,0.3291215,10.833506,12.077832,1.500614,14.572646
"229","ENSG00000008952.17","SEC62","protein_coding","chr3",169965635,"+",289,1.7239455,44.708695,39.837704,8.6142375,37.7785685
"230","ENSG00000008988.9","RPS20","protein_coding","chr8",56073582,"-",343,159.1507465,998.9186085,1792.4927725,1472.343893,260.571212
"231","ENSG00000009307.16","CSDE1","protein_coding","chr1",114757677,"-",288,11.686295,192.38117,493.1601305,132.5940235,121.935577
"232","ENSG00000009335.18","UBE3C","protein_coding","chr7",157137916,"+",247,2.0913955,28.976501,38.4352635,11.3566975,29.5140935
"233","ENSG00000009413.15","REV3L","protein_coding","chr6",111482716,"-",369,4.1319405,33.2988765,36.4784045,13.6871425,73.8708285
"234","ENSG00000009694.13","TENM1","protein_coding","chrX",124962818,"-",0,0.000292,0.0065915,0.004397,0.000908,0.014765
"235","ENSG00000009709.12","PAX7","protein_coding","chr1",18629846,"+",4,0,0,0,0,0
"236","ENSG00000009724.17","MASP2","protein_coding","chr1",11046240,"-",249,0.471124,4.410443,3.162528,2.194689,4.972055
"237","ENSG00000009765.14","IYD","protein_coding","chr6",150367892,"+",35,0.0460055,0.522459,0.2309555,0.1209865,0.8763565
"238","ENSG00000009780.15","FAM76A","protein_coding","chr1",27724979,"+",270,0.3703265,9.6773535,14.0742565,4.02489,7.8242415
"239","ENSG00000009790.15","TRAF3IP3","protein_coding","chr1",209755032,"+",0,0.0053195,0.068608,0.053516,0.014193,0.1310905
"240","ENSG00000009830.11","POMT2","protein_coding","chr14",77319885,"-",274,0.8798785,11.4083495,8.1125035,4.9288435,25.9224495
"241","ENSG00000009844.16","VTA1","protein_coding","chr6",142146162,"+",317,0.465071,34.610153,104.935175,6.7591635,18.4885085
"242","ENSG00000009950.16","MLXIPL","protein_coding","chr7",73623544,"-",336,3.5811605,33.574538,17.0702825,13.000011,51.0887965
"243","ENSG00000009954.11","BAZ1B","protein_coding","chr7",73521294,"-",317,1.0320245,27.0979605,51.2079755,6.307182,17.819185
"244","ENSG00000010017.13","RANBP9","protein_coding","chr6",13710836,"-",340,2.554598,15.6120575,29.060558,15.2231255,11.664683
"245","ENSG00000010030.14","ETV7","protein_coding","chr6",36386801,"-",91,0,0.075091,0.1974475,0.0128865,0.072427
"246","ENSG00000010072.16","SPRTN","protein_coding","chr1",231336104,"+",236,0.0958725,9.298941,15.644012,1.8585785,7.4862
"247","ENSG00000010165.20","EEF1AKNMT","protein_coding","chr1",171780660,"+",281,0.2786695,9.3116775,18.0274295,2.463115,5.8420145
"248","ENSG00000010219.13","DYRK4","protein_coding","chr12",4561204,"+",171,1.004032,12.0751965,26.3936395,6.67246,7.0186735
"249","ENSG00000010244.18","ZNF207","protein_coding","chr17",32349117,"+",288,2.474944,80.6063035,118.9625505,18.5778005,88.6662495
"250","ENSG00000010256.11","UQCRC1","protein_coding","chr3",48609977,"-",154,3.9711235,96.598893,144.6521085,26.220035,44.3482905
"251","ENSG00000010270.13","STARD3NL","protein_coding","chr7",38177222,"+",259,5.172471,23.366755,30.913577,33.145967,11.3561535
"252","ENSG00000010278.14","CD9","protein_coding","chr12",6198715,"+",47,0.1225975,4.560364,3.8612145,0.9634755,3.3181595
"253","ENSG00000010282.15","HHATL","protein_coding","chr3",42701825,"-",86,0,0,0,0.028989,0.1317745
"254","ENSG00000010292.13","NCAPD2","protein_coding","chr12",6492356,"+",276,0.9414115,36.591523,73.2482155,9.1930675,29.209532
"255","ENSG00000010295.19","IFFO1","protein_coding","chr12",6555084,"-",267,0.244615,6.3212645,5.236533,1.9488195,6.544867
"256","ENSG00000010310.9","GIPR","protein_coding","chr19",45667221,"+",176,0.291111,1.0287385,0.4562305,0.5751355,1.4464885
"257","ENSG00000010318.21","PHF7","protein_coding","chr3",52409660,"+",287,0.4478405,3.3729135,3.3990445,2.4899785,3.311757
"258","ENSG00000010319.7","SEMA3G","protein_coding","chr3",52444104,"-",208,0.0296745,2.626202,1.5474775,0.3704695,2.615016
"259","ENSG00000010322.16","NISCH","protein_coding","chr3",52454118,"+",271,1.1643395,14.4723005,9.896706,4.6316835,17.236988
"260","ENSG00000010327.10","STAB1","protein_coding","chr3",52494338,"+",104,0.0114445,0.0729465,0.313578,0.1037845,0.21106
"261","ENSG00000010361.14","FUZ","protein_coding","chr19",49816377,"-",246,0.025198,0.1342325,0.135298,0.10653,0.2638895
"262","ENSG00000010379.16","SLC6A13","protein_coding","chr12",261874,"-",5,0.0137395,0.2923425,0.230091,0.117784,0.7705065
"263","ENSG00000010404.18","IDS","protein_coding","chrX",149520097,"-",0,0.420614,1.820812,2.273535,3.1608685,2.3004105
"264","ENSG00000010438.16","PRSS3","protein_coding","chr9",33749466,"+",9,0.003618,0.022883,0,0.012409,0.089808
"265","ENSG00000010539.11","ZNF200","protein_coding","chr16",3235222,"-",270,0.2283825,7.6142575,12.3395575,2.6717365,6.841695
"266","ENSG00000010610.10","CD4","protein_coding","chr12",6785858,"+",2,0.015407,0.8424745,0.3291105,0.103174,1.2364405
"267","ENSG00000010626.15","LRRC23","protein_coding","chr12",6872569,"+",322,0.15284,2.3551975,3.109431,1.2635125,1.6475955
"268","ENSG00000010671.15","BTK","protein_coding","chrX",101389797,"-",227,0.0006105,0.008301,0,0.002701,0.0074745
"269","ENSG00000010704.18","HFE","protein_coding","chr6",26086281,"+",231,0.0416945,1.521517,0.9770475,0.2373715,1.82426
"270","ENSG00000010803.16","SCMH1","protein_coding","chr1",41241155,"-",255,3.20672,17.5674175,19.3800785,17.8518305,25.0532525
"271","ENSG00000010810.17","FYN","protein_coding","chr6",111872453,"-",184,0.1929625,7.636178,9.722274,3.340949,10.604451
"272","ENSG00000010818.10","HIVEP2","protein_coding","chr6",142955699,"-",1,0.1406005,2.1950705,3.5462005,0.9857285,5.245111
"273","ENSG00000010932.17","FMO1","protein_coding","chr1",171247471,"+",0,0,0.0023395,0.213148,0,0.0057785
"274","ENSG00000011007.12","ELOA","protein_coding","chr1",23742155,"+",287,0.3819595,11.0206675,19.3094565,6.746979,6.416234
"275","ENSG00000011009.11","LYPLA2","protein_coding","chr1",23790145,"+",198,2.1043985,36.7904765,74.5134355,17.152168,15.563772
"276","ENSG00000011021.23","CLCN6","protein_coding","chr1",11805096,"+",326,0.5008815,13.755323,8.075699,3.211405,28.3561775
"277","ENSG00000011028.14","MRC2","protein_coding","chr17",62626670,"+",80,0,0.0046875,0,0,0.01612
"278","ENSG00000011052.21","NME1-NME2","protein_coding","chr17",51152590,"+",375,0.3567325,6.915334,12.269704,1.365115,1.23574
"279","ENSG00000011083.9","SLC6A7","protein_coding","chr5",150189062,"+",3,0,0.002973,0,0,0.0416615
"280","ENSG00000011105.14","TSPAN9","protein_coding","chr12",3076355,"+",247,0.3219075,7.845073,7.740266,1.6561645,8.4290195
"281","ENSG00000011114.15","BTBD7","protein_coding","chr14",93332093,"-",0,1.776524,8.299976,12.8396615,5.828626,7.509732
"282","ENSG00000011132.12","APBA3","protein_coding","chr19",3760693,"-",283,0.808951,7.1356195,10.3052955,4.8496035,6.698341
"283","ENSG00000011143.16","MKS1","protein_coding","chr17",58218606,"-",314,0.607468,12.317799,15.234175,2.379108,11.157735
"284","ENSG00000011198.10","ABHD5","protein_coding","chr3",43689108,"+",356,0.212846,7.192597,10.6431825,2.424233,6.576927
"285","ENSG00000011201.12","ANOS1","protein_coding","chrX",8731138,"-",21,0,0.0046535,0.016306,0,0.0073525
"286","ENSG00000011243.18","AKAP8L","protein_coding","chr19",15418142,"-",277,3.6761415,24.962014,19.872532,7.648082,24.216617
"287","ENSG00000011258.16","MBTD1","protein_coding","chr17",51259164,"-",370,0.6240395,13.945079,17.5676305,3.345175,20.210848
"288","ENSG00000011260.14","UTP18","protein_coding","chr17",51259546,"+",370,0.9628775,48.7013575,94.7281855,9.2796645,28.018324
"289","ENSG00000011275.18","RNF216","protein_coding","chr7",5780740,"-",278,0.7361765,13.0659485,17.6370355,3.63591,16.3543
"290","ENSG00000011295.16","TTC19","protein_coding","chr17",15998784,"+",367,0.6089645,16.401582,19.0835515,5.5166255,21.5017355
"291","ENSG00000011304.20","PTBP1","protein_coding","chr19",796075,"+",313,4.8807965,77.3497785,98.198533,38.1327255,43.0444345
"292","ENSG00000011332.19","DPF1","protein_coding","chr19",38228715,"-",67,0.134769,1.5342495,1.3085755,0.9026115,1.405086
"293","ENSG00000011347.9","SYT7","protein_coding","chr11",61580149,"-",228,0.2445875,0.6594725,0.822811,1.691325,0.4945115
"294","ENSG00000011376.12","LARS2","protein_coding","chr3",45387561,"+",280,0.220551,17.1031275,19.270627,2.1205005,18.2417985
"295","ENSG00000011405.13","PIK3C2A","protein_coding","chr11",17206984,"-",295,1.1683205,23.2741245,71.3049945,8.784122,23.5039895
"296","ENSG00000011422.12","PLAUR","protein_coding","chr19",43669548,"-",101,0.1627175,2.7083895,2.04047,0.9430185,4.1519035
"297","ENSG00000011426.11","ANLN","protein_coding","chr7",36388821,"+",324,0.478172,36.334899,26.394364,4.517105,50.877591
"298","ENSG00000011451.19","WIZ","protein_coding","chr19",15448952,"-",104,0.267749,2.5816315,4.2176005,3.2182645,2.125785
"299","ENSG00000011454.17","RABGAP1","protein_coding","chr9",122939833,"+",234,1.454884,12.5412165,18.7976425,6.9837975,25.419834
"300","ENSG00000011465.17","DCN","protein_coding","chr12",91181825,"-",0,0.042193,1.5516525,0.350916,0.246946,3.564169
"301","ENSG00000011478.12","QPCTL","protein_coding","chr19",45691666,"+",260,0.8163665,11.2350735,6.8703605,4.0718115,12.2933715
"302","ENSG00000011485.15","PPP5C","protein_coding","chr19",46346087,"+",266,0.5227125,17.1714775,22.4520185,3.764074,15.3109355
"303","ENSG00000011523.14","CEP68","protein_coding","chr2",65055366,"+",322,0.1008665,3.482057,4.159153,1.4034485,5.380716
"304","ENSG00000011566.15","MAP4K3","protein_coding","chr2",39436302,"-",319,0.553319,35.0647175,40.122222,6.3525805,69.6714875
"305","ENSG00000011590.14","ZBTB32","protein_coding","chr19",35703558,"+",37,0.0245295,0.8393045,0.242665,0.2785035,1.3816765
"306","ENSG00000011600.11","TYROBP","protein_coding","chr19",35907296,"-",17,0.0157645,0,0,0,0
"307","ENSG00000011638.10","TMEM159","protein_coding","chr16",21157377,"+",188,0.3774385,4.3194805,5.8277355,4.4379675,4.2040875
"308","ENSG00000011677.13","GABRA3","protein_coding","chrX",152450316,"-",0,0,0.0142855,0.0103935,0.003313,0.0103025
"309","ENSG00000012048.22","BRCA1","protein_coding","chr17",43169246,"-",312,1.5187785,17.3375205,36.916775,6.1682425,18.6090905
"310","ENSG00000012061.15","ERCC1","protein_coding","chr19",45477829,"-",218,3.675281,17.040585,27.153683,14.2660325,9.730208
"311","ENSG00000012124.17","CD22","protein_coding","chr19",35318261,"+",95,0.8828705,4.3479995,1.8830555,2.029783,12.318718
"312","ENSG00000012171.20","SEMA3B","protein_coding","chr3",50266558,"+",58,1.979135,50.363137,19.2115725,10.106036,50.013425
"313","ENSG00000012174.12","MBTPS2","protein_coding","chrX",21838617,"+",341,0.054661,3.106546,6.506484,1.518538,5.7692225
"314","ENSG00000012211.13","PRICKLE3","protein_coding","chrX",49185529,"-",242,0.1758725,1.389852,1.9923865,1.463863,2.29898
"315","ENSG00000012223.13","LTF","protein_coding","chr3",46484235,"-",16,0,0,0.0062865,0,0
"316","ENSG00000012232.9","EXTL3","protein_coding","chr8",28599469,"+",27,0.7246485,10.590691,6.544955,4.038608,17.96137
"317","ENSG00000012504.15","NR1H4","protein_coding","chr12",100472708,"+",105,2.8207135,56.9301495,102.407396,28.1478165,52.9920435
"318","ENSG00000012660.14","ELOVL5","protein_coding","chr6",53348180,"-",311,0.751774,42.923434,36.228332,11.9397945,45.1590835
"319","ENSG00000012779.11","ALOX5","protein_coding","chr10",45373176,"+",0,0,0.124215,0.0586125,0.017176,0.611152
"320","ENSG00000012817.15","KDM5D","protein_coding","chrY",19743940,"-",170,0.2152235,16.2184205,15.978965,1.7459435,25.7098815
"321","ENSG00000012822.16","CALCOCO1","protein_coding","chr12",53726746,"-",200,0.089525,3.4003645,3.4033115,0.435217,4.0701595
"322","ENSG00000012963.15","UBR7","protein_coding","chr14",93206241,"+",0,0.1092025,9.752511,26.1438995,2.762433,3.60406
"323","ENSG00000012983.11","MAP4K5","protein_coding","chr14",50560127,"-",79,1.6357485,19.854432,22.5231835,9.8060395,30.679986
"324","ENSG00000013016.16","EHD3","protein_coding","chr2",31233152,"+",81,0.007809,0.288723,0.415429,0.117483,0.1714905
"325","ENSG00000013275.8","PSMC4","protein_coding","chr19",39970165,"+",0,1.532195,61.886693,134.2683205,10.5693375,23.862921
"326","ENSG00000013288.9","MAN2B2","protein_coding","chr4",6574189,"+",232,0.055365,2.5269415,1.8065635,0.4164945,3.0936865
"327","ENSG00000013293.6","SLC7A14","protein_coding","chr3",170585076,"-",35,0.3244425,4.449281,1.0109715,1.723987,12.189671
"328","ENSG00000013297.11","CLDN11","protein_coding","chr3",170417865,"+",84,0.341563,3.987844,3.5050475,2.8497885,4.9441695
"329","ENSG00000013306.16","SLC25A39","protein_coding","chr17",44323871,"-",322,40.754757,72.2472,84.3865435,196.263142,36.9456905
"330","ENSG00000013364.19","MVP","protein_coding","chr16",29819394,"+",156,0.4564325,11.6495545,12.2436315,2.8832655,9.2277375
"331","ENSG00000013374.16","NUB1","protein_coding","chr7",151340699,"+",274,0.434727,18.269338,27.87138,3.9043535,12.050146
"332","ENSG00000013375.16","PGM3","protein_coding","chr6",83192937,"-",315,2.1813525,109.922362,144.7618075,13.4692065,140.805762
"333","ENSG00000013392.8","RWDD2A","protein_coding","chr6",83192357,"+",316,0.064205,3.1300225,5.0583535,0.7757035,2.857304
"334","ENSG00000013441.16","CLK1","protein_coding","chr2",200863745,"-",371,1.0814285,34.0686,24.3291485,5.9844195,52.142617
"335","ENSG00000013503.10","POLR3B","protein_coding","chr12",106356748,"+",369,0.051039,5.5915525,13.6671185,0.788758,5.189468
"336","ENSG00000013523.10","ANGEL1","protein_coding","chr14",76825247,"-",1,0.2958555,7.474171,5.8963525,1.765019,9.7119835
"337","ENSG00000013561.18","RNF14","protein_coding","chr5",141957328,"+",0,0.4546595,11.212973,27.386823,5.640352,6.1295515
"338","ENSG00000013563.14","DNASE1L1","protein_coding","chrX",154411113,"-",208,0.442051,1.853949,3.1633045,3.239455,1.766562
"339","ENSG00000013573.17","DDX11","protein_coding","chr12",31072860,"+",298,8.557156,37.0634365,16.444657,20.9224945,66.3810055
"340","ENSG00000013583.10","HEBP1","protein_coding","chr12",12999266,"-",241,0.1659765,4.0284725,12.8843985,2.6577225,6.791057
"341","ENSG00000013588.8","GPRC5A","protein_coding","chr12",12889782,"+",116,0.0133245,0.335327,0.1217385,0.0939465,0.7560745
"342","ENSG00000013619.14","MAMLD1","protein_coding","chrX",150360422,"+",6,0,0.013734,0.0134295,0.020684,0.0137815
"343","ENSG00000013725.14","CD6","protein_coding","chr11",60970680,"+",21,0.194087,1.5793885,0.8571885,0.5595165,2.96287
"344","ENSG00000013810.19","TACC3","protein_coding","chr4",1711891,"+",362,0.744535,9.084414,18.0799215,4.955001,9.617954
"345","ENSG00000014123.10","UFL1","protein_coding","chr6",96520595,"+",298,0.4300065,16.1231585,14.197451,1.8303495,18.741867
"346","ENSG00000014138.9","POLA2","protein_coding","chr11",65260920,"+",245,0.2507445,6.678761,8.1508135,1.3699655,7.3873495
"347","ENSG00000014164.7","ZC3H3","protein_coding","chr8",143540448,"-",0,0.1794,1.819407,3.772112,1.4725585,2.820563
"348","ENSG00000014216.15","CAPN1","protein_coding","chr11",65179566,"+",276,9.279602,30.068212,33.0816845,14.456631,21.7561055
"349","ENSG00000014257.16","ACPP","protein_coding","chr3",132316369,"+",0,0.001505,0.044317,0.0156525,0.009463,0.0936915
"350","ENSG00000014641.19","MDH1","protein_coding","chr2",63587609,"+",290,4.381458,190.0261875,415.040553,26.2919965,92.362344
"351","ENSG00000014824.14","SLC30A9","protein_coding","chr4",41989502,"+",261,1.217662,33.8008045,64.757332,14.720113,20.0221455
"352","ENSG00000014914.21","MTMR11","protein_coding","chr1",149935880,"-",74,0.037451,0.2293815,0.2599675,0.2156265,0.2713205
"353","ENSG00000014919.12","COX15","protein_coding","chr10",99731101,"-",323,0.361184,24.0145535,45.8718385,5.563605,12.6749135
"354","ENSG00000015133.19","CCDC88C","protein_coding","chr14",91416845,"-",331,0.452809,5.215515,4.3826135,2.914499,7.1634465
"355","ENSG00000015153.14","YAF2","protein_coding","chr12",42237350,"-",241,0.4244815,7.923764,9.3167705,2.9706045,14.324535
"356","ENSG00000015171.19","ZMYND11","protein_coding","chr10",133465,"+",201,2.304234,17.5240145,31.6828705,9.7631665,12.4258095
"357","ENSG00000015285.10","WAS","protein_coding","chrX",48675596,"+",276,0.0109555,0.2176515,0.0860215,0.1107895,0.381022
"358","ENSG00000015413.9","DPEP1","protein_coding","chr16",89612308,"+",17,2.738033,16.5058975,14.96174,7.6669035,11.406562
"359","ENSG00000015475.18","BID","protein_coding","chr22",17773771,"-",166,1.9818855,19.6975895,33.6425005,11.092533,10.564836
"360","ENSG00000015479.19","MATR3","protein_coding","chr5",139292674,"+",301,1.721941,155.0689195,307.908681,16.0776195,104.673279
"361","ENSG00000015520.14","NPC1L1","protein_coding","chr7",44540316,"-",281,0.2220275,2.325046,2.508623,1.5958655,4.4854675
"362","ENSG00000015532.10","XYLT2","protein_coding","chr17",50345126,"+",271,1.478633,12.4053155,5.6156615,4.333929,13.071366
"363","ENSG00000015568.13","RGPD5","protein_coding","chr2",109791758,"+",0,0.676174,32.8355325,29.276035,3.9526495,67.190598
"364","ENSG00000015592.16","STMN4","protein_coding","chr8",27257421,"-",4,0.0031625,0.0468325,0.02805,0.005953,0.1026295
"365","ENSG00000015676.18","NUDCD3","protein_coding","chr7",44489659,"-",329,1.034011,24.7647755,37.681393,4.3681825,26.625326
"366","ENSG00000016082.15","ISL1","protein_coding","chr5",51382448,"+",6,0.002213,0.011658,0,0.0074075,0.0173345
"367","ENSG00000016391.11","CHDH","protein_coding","chr3",53845420,"-",350,0.6548725,31.2919535,39.9820315,10.2070215,27.130294
